Readout,Group,Condition,Compartment,n_pairs,median_Prolif,median_NonProlif,median_diff_pp,wilcox_stat,p_value,effect_rbc,p_adj
IL-22,Infants 12wks,BCG,CD4,35,4.03,0.0012857142857142854,4.027684210526316,595,3.82101653818264e-7,0.05555555555555558,7.049806533946924e-6
IL-22,Infants 12wks,BCG,CD8,35,5.11,0.19,4.92,561,5.641800118872144e-7,0.10952380952380958,7.049806533946924e-6
IL-22,Infants 12wks,BCG,gdTCR,35,4.95,0.42782608695652175,4.371527777777778,618,7.244541640956949e-7,0.01904761904761909,7.049806533946924e-6
IL-22,Infants 12wks,DosR,CD4,34,3.35,8.935384615384615e-4,3.349313014527845,528,8.338294339068557e-7,0.11260504201680677,7.049806533946924e-6
IL-22,Infants 12wks,DosR,CD8,34,10.4,0.14,10.260000000000002,522,1.4713929133700734e-6,0.12268907563025211,8.019297717438795e-6
IL-22,Infants 12wks,DosR,gdTCR,34,5.46,0.34451884057971016,5.310909090909091,547,2.0048244293596987e-6,0.08067226890756307,8.019297717438795e-6
IL-22,Infants 44wks,BCG,CD4,34,6.22,0.002045285359801489,6.218407483870967,555,9.791397963815172e-7,0.0672268907563025,7.049806533946924e-6
IL-22,Infants 44wks,BCG,CD8,34,5.215,0.125,5.085000000000001,462,2.475348933388898e-6,0.22352941176470587,8.911256160200033e-6
IL-22,Infants 44wks,BCG,gdTCR,34,7.84,0.37415254237288137,7.3488212634822805,577,1.8429203522725535e-6,0.030252100840336138,8.019297717438795e-6
IL-22,Infants 44wks,DosR,CD4,32,3.9000000000000004,0.0013384363039912522,3.891241935483871,459,3.344472672831688e-6,0.13068181818181823,1.08864315427159e-5
IL-22,Infants 44wks,DosR,CD8,32,5.470000000000001,0.09,5.3735,450,8.069576141997324e-6,0.1477272727272727,1.750137308864297e-5
IL-22,Infants 44wks,DosR,gdTCR,32,6.875,0.35440677966101697,6.337200000000001,476,8.264537291859181e-6,0.09848484848484851,1.750137308864297e-5
IL-22,Mothers Dx,BCG,CD4,3,11,0.03270967741935484,10.967290322580645,6,0.1814492077214203,0,0.18663347079917517
IL-22,Mothers Dx,BCG,CD8,3,10.8,0.12,10.745000000000001,6,0.1814492077214203,0,0.18663347079917517
IL-22,Mothers Dx,BCG,gdTCR,3,15.9,2.6486,13.2514,6,0.1814492077214203,0,0.18663347079917517
IL-22,Mothers Dx,DosR,CD4,6,2.34,0.0047419354838709685,2.3376,20,0.05917206782585943,0.04761904761904767,0.07100648139103131
IL-22,Mothers Dx,DosR,CD8,6,4.605,0.051,4.566,18,0.1422132419363925,0.1428571428571429,0.1599898971784416
IL-22,Mothers Dx,DosR,gdTCR,6,12.43,0.8937999999999999,10.983725,21,0.036031686218233556,0,0.049890027071400306
IL-22,Mothers Dx,E6C10,CD4,6,3.065,0.002109677419354839,3.0629677419354837,20,0.05917206782585943,0.04761904761904767,0.07100648139103131
IL-22,Mothers Dx,E6C10,CD8,6,1.5499999999999998,0.044,1.472,20,0.05917206782585943,0.04761904761904767,0.07100648139103131
IL-22,Mothers Dx,E6C10,gdTCR,6,10.3,0.5225222222222222,9.860047222222223,21,0.036031686218233556,0,0.049890027071400306
IL-22,Mothers Dx,GAG,CD4,5,1.69,0.0027096774193548392,1.6878709677419355,14,0.10564542920187692,0.06666666666666665,0.12268501455701836
IL-22,Mothers Dx,GAG,CD8,5,0.46,0.029,0.42500000000000004,12,0.2807126652684958,0.19999999999999996,0.2807126652684958
IL-22,Mothers Dx,GAG,gdTCR,5,6.39,1.2505,5.8037,15,0.059058229090536735,0,0.07100648139103131
IL-22,Mothers Entry,BCG,CD4,18,5.845000000000001,0.007360271186440679,5.779332819722651,170,2.539632194415226e-4,0.005847953216374324,4.1557617726794606e-4
IL-22,Mothers Entry,BCG,CD8,18,7.52,0.094,7.3995,170,2.539632194415226e-4,0.005847953216374324,4.1557617726794606e-4
IL-22,Mothers Entry,BCG,gdTCR,18,4.795,0.8748611111111111,3.809413888888889,162,9.335364168391531e-4,0.052631578947368474,0.0014611874350525876
IL-22,Mothers Entry,DosR,CD4,29,6.28,0.005288135593220339,6.277966101694916,432,3.7034739520019373e-6,0.006896551724137945,1.08864315427159e-5
IL-22,Mothers Entry,DosR,CD8,29,6.97,0.082,6.911,426,6.871648872569005e-6,0.020689655172413834,1.750137308864297e-5
IL-22,Mothers Entry,DosR,gdTCR,29,8.34,0.7922033898305084,7.1674,425,7.605354377002893e-6,0.02298850574712641,1.750137308864297e-5
IL-22,Mothers Entry,E6C10,CD4,31,4.13,0.004556962025316456,4.1251612903225805,493,1.6565850256607773e-6,0.006048387096774244,8.019297717438795e-6
IL-22,Mothers Entry,E6C10,CD8,31,2.2,0.083,2.1830000000000003,459,3.7061761828820795e-5,0.07459677419354838,7.412352365764159e-5
IL-22,Mothers Entry,E6C10,gdTCR,31,5.85,0.7217708333333334,4.446944444444444,484,3.931211390425186e-6,0.024193548387096753,1.08864315427159e-5
IL-22,Mothers Entry,GAG,CD4,24,1.835,0.002863728813559322,1.8251774193548387,294,4.131501382509354e-5,0.020000000000000018,7.828107882649303e-5
IL-22,Mothers Entry,GAG,CD8,24,0.98,0.0765,0.917,288,8.54519706806344e-5,0.040000000000000036,1.5381354722514192e-4
IL-22,Mothers Entry,GAG,gdTCR,24,2.785,1.2123472222222222,1.4491344501718213,236,0.014571504003492676,0.21333333333333337,0.021857256005239013
