Readout,Group,Condition,Compartment,n_pairs,median_Prolif,median_NonProlif,median_diff_pp,wilcox_stat,p_value,effect_rbc,p_adj
CD45RO+ CD27+ / CXCR5+,Infants 12wks,BCG,CD4,35,2.21648854961832,38.504597701149436,-37.705520110459595,20,1.4094929463791422e-6,0.9682539682539683,3.6051176721836225e-6
CD45RO+ CD27+ / CXCR5+,Infants 12wks,DosR,CD4,34,3.033281767955801,32.67733114395183,-28.602625984300047,13,1.2008396221900547e-6,0.9781512605042016,3.6051176721836225e-6
CD45RO+ CD27+ / CXCR5+,Infants 44wks,BCG,CD4,34,3.1148520322492286,76.99223551489563,-74.11760115452121,0,3.82101653818264e-7,1,3.6051176721836225e-6
CD45RO+ CD27+ / CXCR5+,Infants 44wks,DosR,CD4,32,4.011346153846153,67.94349448986847,-64.45425531914894,0,8.342889120276827e-7,1,3.6051176721836225e-6
CD45RO+ CD27+ / CXCR5+,Mothers Dx,BCG,CD4,3,9.289797191887676,159.55862068965521,-150.26882349776753,0,0.1814492077214203,1,0.19794459024154942
CD45RO+ CD27+ / CXCR5+,Mothers Dx,DosR,CD4,6,30.062670875585024,119.94597701149426,-98.11383972600285,5,0.2945073936801101,0.7619047619047619,0.2945073936801101
CD45RO+ CD27+ / CXCR5+,Mothers Dx,E6C10,CD4,6,7.385054602184088,122.99310344827587,-104.6281786457287,0,0.036031686218233556,1,0.04804224829097807
CD45RO+ CD27+ / CXCR5+,Mothers Dx,GAG,CD4,5,9.791045241809671,122.43908045977014,-112.64803521796047,0,0.059058229090536735,1,0.07086987490864408
CD45RO+ CD27+ / CXCR5+,Mothers Entry,BCG,CD4,18,15.049903846153846,181.79320362165288,-172.40097813721366,0,2.1409202584601812e-4,1,3.2113803876902716e-4
CD45RO+ CD27+ / CXCR5+,Mothers Entry,DosR,CD4,29,15.023750000000001,132.68339483394834,-109.72480446927375,0,2.7023691404779837e-6,1,5.404738280955967e-6
CD45RO+ CD27+ / CXCR5+,Mothers Entry,E6C10,CD4,31,10.682748091603052,136.40272108843538,-114.22556701030929,2,1.5021323634098428e-6,0.9959677419354839,3.6051176721836225e-6
CD45RO+ CD27+ / CXCR5+,Mothers Entry,GAG,CD4,24,10.376385774180967,117.03164474463802,-100.09072937400256,0,1.94224739173131e-5,1,3.329566957253674e-5
