Readout,Group,Condition,Compartment,n_pairs,median_Prolif,median_NonProlif,median_diff_pp,wilcox_stat,p_value,effect_rbc,p_adj
CD107a,Infants 12wks,BCG,CD8,35,17.061808159274463,6.712460375484669,8.399441456859321,590,6.921941159738844e-6,0.06349206349206349,2.2459227295786227e-5
CD107a,Infants 12wks,BCG,gdTCR,35,53.43272169060156,20.14393602308942,31.35240214605299,626,3.662265114257507e-7,0.006349206349206327,4.582982402857785e-6
CD107a,Infants 12wks,DosR,CD8,34,7.322717870977026,1.1621550085525025,5.862335680384513,560,7.486409098595409e-6,0.05882352941176472,2.2459227295786227e-5
CD107a,Infants 12wks,DosR,gdTCR,34,39.45967939092809,11.075985193265737,29.71983454171279,595,3.8191520023814874e-7,0,4.582982402857785e-6
CD107a,Infants 44wks,BCG,CD8,34,18.20881736427788,9.8982887619432809,8.044334053765548,499,9.812309782653353e-5,0.16134453781512603,2.1408675889425497e-4
CD107a,Infants 44wks,BCG,gdTCR,34,58.07140863203793,18.88630166951569,35.42079983116564,565,5.0004335958676375e-6,0.050420168067226934,2.000173438347055e-5
CD107a,Infants 44wks,DosR,CD8,32,9.920967069658715,2.700034568095896,6.660469701257951,465,1.7744383212747e-4,0.11931818181818177,3.5488766425494e-4
CD107a,Infants 44wks,DosR,gdTCR,32,47.66701101799629,8.641867651641022,38.181295563037736,523,1.3403471167619662e-6,0.009469696969697017,8.16945256961905e-6
CD107a,Mothers Dx,BCG,CD8,3,9.806973111066192,28.59699263666961,-15.556596011480691,0,0.1814492077214203,1,0.20737052311019463
CD107a,Mothers Dx,BCG,gdTCR,3,43.76869942495092,20.087338737779678,26.106877370223728,6,0.1814492077214203,0,0.20737052311019463
CD107a,Mothers Dx,DosR,CD8,6,4.843379901236653,20.506066080934833,-14.108644147689848,3,0.1422132419363925,0.8571428571428572,0.17963777928807473
CD107a,Mothers Dx,DosR,gdTCR,6,39.05603257795799,16.857777493416428,24.11565176957202,20,0.05917206782585943,0.04761904761904767,0.08875810173878915
CD107a,Mothers Dx,E6C10,CD8,6,11.327556542636074,20.714199549630855,-9.386643006994781,2,0.09349248368983569,0.9047619047619048,0.12465664491978092
CD107a,Mothers Dx,E6C10,gdTCR,6,47.84194866607114,17.67270947010086,26.514115882787266,21,0.036031686218233556,0,0.06176860494554324
CD107a,Mothers Dx,GAG,CD8,5,7.771653543307087,19.70136622950129,-2.5237781182451293,3,0.2807126652684958,0.8,0.30623199847472266
CD107a,Mothers Dx,GAG,gdTCR,5,38.70801159705819,14.445613278723865,27.358191787749803,15,0.059058229090536735,0,0.08875810173878915
CD107a,Mothers Entry,BCG,CD8,18,28.6218833985445,32.21299293144579,4.1229193473194945,101,0.5135916823370115,0.4093567251461988,0.5135916823370115
CD107a,Mothers Entry,BCG,gdTCR,18,67.75680792168033,26.97670177457205,37.339849424936574,170,2.539632194415226e-4,0.005847953216374324,4.688551743535802e-4
CD107a,Mothers Entry,DosR,CD8,29,12.497766097240474,22.897351751507287,-1.5572149616337831,138,0.08759313758251781,0.6827586206896552,0.12366090011649575
CD107a,Mothers Entry,DosR,gdTCR,29,52.97561818992147,24.233092477496385,22.656659120917517,430,4.559053220747414e-6,0.011494252873563204,2.000173438347055e-5
CD107a,Mothers Entry,E6C10,CD8,31,15.944084289644994,20.403440389137646,-3.0214786395162996,214,0.5115125924092432,0.5685483870967742,0.5135916823370115
CD107a,Mothers Entry,E6C10,gdTCR,31,51.96806083650189,19.577218175077835,26.234804318977456,495,1.3615754282698416e-6,0.0020161290322581182,8.16945256961905e-6
CD107a,Mothers Entry,GAG,CD8,24,33.9078870440474,15.775508098702955,19.749999999999996,289,7.585157210815638e-5,0.036666666666666625,1.8204377305957532e-4
CD107a,Mothers Entry,GAG,gdTCR,24,57.51737034485461,20.33569916263511,35.56785554906381,300,1.94224739173131e-5,0,5.1793263779501595e-5
