Readout,Group,Condition,Compartment,n_pairs,median_Prolif,median_NonProlif,median_diff_pp,wilcox_stat,p_value,effect_rbc,p_adj
HLA-DR+ CD38+,Infants 12wks,BCG,CD4,35,18.537754219584095,8.35,11.627754219584094,625,3.9918759416421435e-7,0.007936507936507908,3.193500753313715e-6
HLA-DR+ CD38+,Infants 12wks,BCG,CD8,35,82.6,26.2,51.6,630,2.5853084916295525e-7,0,3.193500753313715e-6
HLA-DR+ CD38+,Infants 12wks,BCG,gdTCR,0,NA,NA,NA,NA,NA,NA,NA
HLA-DR+ CD38+,Infants 12wks,DosR,CD4,34,7.401893236643182,1.955,4.996372000090255,579,1.553648546192372e-6,0.026890756302521024,6.214594184769488e-6
HLA-DR+ CD38+,Infants 12wks,DosR,CD8,34,59.7,11.100000000000001,41.449999999999996,595,3.8172882424954447e-7,0,3.193500753313715e-6
HLA-DR+ CD38+,Infants 12wks,DosR,gdTCR,0,NA,NA,NA,NA,NA,NA,NA
HLA-DR+ CD38+,Infants 44wks,BCG,CD4,34,22.214495284754395,4.775,14.437372202560653,588,7.122645360179726e-7,0.0117647058823529,3.5734533993666816e-6
HLA-DR+ CD38+,Infants 44wks,BCG,CD8,34,85.4,18.7,56.8,558,7.44469458201392e-7,0.06218487394957983,3.5734533993666816e-6
HLA-DR+ CD38+,Infants 44wks,BCG,gdTCR,0,NA,NA,NA,NA,NA,NA,NA
HLA-DR+ CD38+,Infants 44wks,DosR,CD4,32,8.821942472050637,0.99,7.252397303645548,511,4.040490189968873e-6,0.032196969696969724,8.815614959932086e-6
HLA-DR+ CD38+,Infants 44wks,DosR,CD8,32,61,4.13,48.125,511,4.040490189968873e-6,0.032196969696969724,8.815614959932086e-6
HLA-DR+ CD38+,Infants 44wks,DosR,gdTCR,0,NA,NA,NA,NA,NA,NA,NA
HLA-DR+ CD38+,Mothers Dx,BCG,CD4,3,23.400776242749938,6.74,12.522658802418253,6,0.1814492077214203,0,0.18933830370930815
HLA-DR+ CD38+,Mothers Dx,BCG,CD8,3,83.6,20.6,63.400000000000006,6,0.1814492077214203,0,0.18933830370930815
HLA-DR+ CD38+,Mothers Dx,BCG,gdTCR,0,NA,NA,NA,NA,NA,NA,NA
HLA-DR+ CD38+,Mothers Dx,DosR,CD4,6,1.5245733871071323,0.565,1.0484819561263323,15,0.40167816646977295,0.2857142857142857,0.40167816646977295
HLA-DR+ CD38+,Mothers Dx,DosR,CD8,6,36.650000000000006,9.305,26.515000000000004,18,0.1422132419363925,0.1428571428571429,0.170655890323671
HLA-DR+ CD38+,Mothers Dx,DosR,gdTCR,0,NA,NA,NA,NA,NA,NA,NA
HLA-DR+ CD38+,Mothers Dx,E6C10,CD4,6,13.04621909235659,2.645,10.464457744324115,20,0.05917206782585943,0.04761904761904767,0.07474366462213823
HLA-DR+ CD38+,Mothers Dx,E6C10,CD8,6,76.95,15.8,61.2,21,0.036031686218233556,0,0.05086826289632973
HLA-DR+ CD38+,Mothers Dx,E6C10,gdTCR,0,NA,NA,NA,NA,NA,NA,NA
HLA-DR+ CD38+,Mothers Dx,GAG,CD4,5,8.307360568601853,1.31,6.997360568601852,13,0.1775298524121535,0.1333333333333333,0.18933830370930815
HLA-DR+ CD38+,Mothers Dx,GAG,CD8,5,73.5,10.8,61.6,15,0.059058229090536735,0,0.07474366462213823
HLA-DR+ CD38+,Mothers Dx,GAG,gdTCR,0,NA,NA,NA,NA,NA,NA,NA
HLA-DR+ CD38+,Mothers Entry,BCG,CD4,18,21.49853707237829,4.055,19.26652591494876,168,3.5544554613709e-4,0.01754385964912286,5.33168319205635e-4
HLA-DR+ CD38+,Mothers Entry,BCG,CD8,18,84.45,16.75,63.85,171,2.1409202584601812e-4,0,3.4254724135362904e-4
HLA-DR+ CD38+,Mothers Entry,BCG,gdTCR,0,NA,NA,NA,NA,NA,NA,NA
HLA-DR+ CD38+,Mothers Entry,DosR,CD4,29,5.408352031953539,0.42,5.064605367481526,435,2.7023691404779837e-6,0,7.20631770794129e-6
HLA-DR+ CD38+,Mothers Entry,DosR,CD8,29,63,6.27,45.11,430,4.559053220747414e-6,0.011494252873563204,9.118106441494827e-6
HLA-DR+ CD38+,Mothers Entry,DosR,gdTCR,0,NA,NA,NA,NA,NA,NA,NA
HLA-DR+ CD38+,Mothers Entry,E6C10,CD4,31,9.506119908362134,1.12,8.632356533887895,490,2.2169958981888636e-6,0.012096774193548376,6.6509876945665905e-6
HLA-DR+ CD38+,Mothers Entry,E6C10,CD8,31,62.5,5.81,50.099999999999994,491,2.0125284809263654e-6,0.01008064516129037,6.6509876945665905e-6
HLA-DR+ CD38+,Mothers Entry,E6C10,gdTCR,0,NA,NA,NA,NA,NA,NA,NA
HLA-DR+ CD38+,Mothers Entry,GAG,CD4,24,7.263984945597604,0.64,6.43873023916806,298,2.505699229863818e-5,0.00666666666666671,4.29548439405226e-5
HLA-DR+ CD38+,Mothers Entry,GAG,CD8,24,77.9,5.395,65.02,300,1.940349748052444e-5,0,3.582184150250666e-5
HLA-DR+ CD38+,Mothers Entry,GAG,gdTCR,0,NA,NA,NA,NA,NA,NA,NA
