Readout,Group,Condition,Compartment,n_pairs,median_Prolif,median_NonProlif,median_diff_pp,wilcox_stat,p_value,effect_rbc,p_adj
CCR6+ CXCR3- / CD161+,Infants 12wks,BCG,CD4,35,44.94773519163763,25.6,16.122528530502983,546,1.597559391043178e-4,0.1333333333333333,2.738673241788305e-4
CCR6+ CXCR3- / CD161+,Infants 12wks,DosR,CD4,34,49.62775212474068,22.92588785679238,27.78004226802051,575,2.1816986633698046e-6,0.03361344537815125,2.6180383960437653e-5
CCR6+ CXCR3- / CD161+,Infants 44wks,BCG,CD4,34,56.383458375414804,29.244107744107744,24.225270944324933,534,5.4654047155407104e-5,0.10252100840336131,1.2096388126486176e-4
CCR6+ CXCR3- / CD161+,Infants 44wks,DosR,CD4,32,56.63537974003653,26.56266892722001,35.40689081371092,479,6.048194063243088e-5,0.09280303030303028,1.2096388126486176e-4
CCR6+ CXCR3- / CD161+,Mothers Dx,BCG,CD4,3,42.95977011494253,27.897660818713447,15.062109296229082,6,0.1814492077214203,0,0.19794459024154942
CCR6+ CXCR3- / CD161+,Mothers Dx,DosR,CD4,6,65.33874700874819,33.70614035087719,33.00309429505009,16,0.2945073936801101,0.23809523809523814,0.2945073936801101
CCR6+ CXCR3- / CD161+,Mothers Dx,E6C10,CD4,6,65.18771331058021,32.85818713450292,32.51736428524337,21,0.036031686218233556,0,0.04804224829097807
CCR6+ CXCR3- / CD161+,Mothers Dx,GAG,CD4,5,78.01724137931035,30.886746987951806,38.33303085299457,15,0.059058229090536735,0,0.07086987490864408
CCR6+ CXCR3- / CD161+,Mothers Entry,BCG,CD4,18,56.957632398753894,36.82200398231582,19.410717919817152,157,0.001987624565871794,0.08187134502923976,0.0029814368488076913
CCR6+ CXCR3- / CD161+,Mothers Entry,DosR,CD4,29,78.87931034482759,35.359649122807014,43.519661222020574,421,1.1360643958951265e-5,0.03218390804597704,6.816386375370759e-5
CCR6+ CXCR3- / CD161+,Mothers Entry,E6C10,CD4,31,59.81308411214953,36.33734939759036,27.060515873015873,464,2.410124868673771e-5,0.06451612903225812,8.528122255186965e-5
CCR6+ CXCR3- / CD161+,Mothers Entry,GAG,CD4,24,72.23993174061434,37.50241668428099,39.815604575163405,297,2.842707418395655e-5,0.010000000000000009,8.528122255186965e-5
