"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","n_donors_pos_detect","n_donors_neg_detect","one_donor_flag","set","timepoint"
"XIST",1.78853398532048e-56,-3.28891766335012,0.094,0.747,1.12158966219447e-51,4,3,FALSE,"DC","week12"
"UTY",1.52527355933303e-43,2.14730944633243,0.827,0.235,9.56499049057742e-39,5,5,FALSE,"DC","week12"
"USP9Y",1.2383142847536e-30,2.11403318900531,0.708,0.231,7.7654688796898e-26,5,5,FALSE,"DC","week12"
"IFI44L",7.54251399649347e-26,3.00686964457823,0.614,0.249,4.72991052720106e-21,5,5,FALSE,"DC","week12"
"XAF1",9.65845516481307e-22,2.4856604847031,0.588,0.226,6.05681723385428e-17,5,5,FALSE,"DC","week12"
"DDX3Y",4.99793147289494e-20,1.96095633963477,0.523,0.145,3.13420282665241e-15,4,4,FALSE,"DC","week12"
"ZFY",1.01247585931809e-18,2.72657899824701,0.43,0.09,6.34923611378377e-14,4,2,FALSE,"DC","week12"
"SP110",3.60402818486593e-18,1.68440618104232,0.729,0.516,2.26008607472943e-13,5,5,FALSE,"DC","week12"
"OAS2",6.28423004834461e-18,2.85219510434794,0.466,0.149,3.94084066331691e-13,5,5,FALSE,"DC","week12"
"IFI44",1.04479516745915e-17,2.96510711210361,0.448,0.127,6.55191049513632e-13,4,5,FALSE,"DC","week12"
"ERC2",1.16549791120178e-17,-6.44506337559543,0.051,0.267,7.30883740114638e-13,4,4,FALSE,"DC","week12"
"MX1",2.82993423525506e-17,2.75193498711947,0.567,0.33,1.77465175892845e-12,5,5,FALSE,"DC","week12"
"KDM5D",3.95093034489469e-17,2.06620712615296,0.469,0.131,2.47762841928346e-12,5,3,FALSE,"DC","week12"
"TTTY14",4.51295419224432e-17,2.66489936057417,0.361,0.059,2.83007357395642e-12,5,3,FALSE,"DC","week12"
"ENSG00000265781",9.32170760521439e-17,-8.7304449167955,0.007,0.167,5.84564283922994e-12,1,2,TRUE,"DC","week12"
"PRKY",1.21236827473861e-16,2.79985966004182,0.419,0.113,7.60276145088585e-12,5,5,FALSE,"DC","week12"
"SLC17A3",1.30673878088829e-15,-6.42788005411171,0,0.172,8.19455889495044e-11,0,2,TRUE,"DC","week12"
"ENSG00000285834",8.19427478406204e-15,-6.71596961907855,0,0.163,5.1386297170853e-10,0,1,TRUE,"DC","week12"
"MTCO1P12",1.23808697902287e-14,3.5648573222558,0.238,0.018,7.7640434454524e-10,4,3,FALSE,"DC","week12"
"IFI16",1.38817516691311e-14,1.07760035390794,0.736,0.615,8.70524647171214e-10,5,5,FALSE,"DC","week12"
"RPS4Y1",1.07351319083332e-13,1.60464250372104,0.437,0.136,6.73200121971574e-09,5,3,FALSE,"DC","week12"
"ENSG00000259452",1.27819242108723e-13,-6.17612709738754,0,0.149,8.01554467263803e-09,0,1,TRUE,"DC","week12"
"EIF2AK2",8.3403351136465e-13,1.47258733753911,0.646,0.403,5.23022414976772e-08,5,5,FALSE,"DC","week12"
"XRN1",3.3225876355686e-12,0.734494034001498,0.874,0.86,2.08359470626507e-07,5,5,FALSE,"DC","week12"
"OAS1",3.44303087252475e-12,3.2317827206775,0.238,0.032,2.15912466016027e-07,4,4,FALSE,"DC","week12"
"TRIM22",5.63886416146647e-12,1.40611403546391,0.56,0.371,3.53613171565562e-07,5,5,FALSE,"DC","week12"
"ENSG00000260990",5.64039761110427e-12,6.26419619420005,0.123,0,3.53709334192349e-07,2,0,TRUE,"DC","week12"
"TAPBP",8.36175136765e-12,0.588572022713013,0.823,0.814,5.24365428265332e-07,5,5,FALSE,"DC","week12"
"PARP9",9.3160947023238e-12,1.39921834628817,0.549,0.348,5.84212298782726e-07,5,5,FALSE,"DC","week12"
"CDH12",1.00773916329478e-11,4.73590438008557,0.199,0.036,6.31953229302156e-07,3,4,FALSE,"DC","week12"
"SAMD9L",1.3269948778733e-11,1.52706735421878,0.628,0.457,8.32158487914347e-07,4,5,FALSE,"DC","week12"
